"","station","depth","date","arrival.time.local","latitude.degrees","latitude.min.sec","longitude.degrees","longitude.min.sec","weather","secchi.depth.meters","secchi.on.bottom","station.depth.meters","sample.depth.meters","temperature.celcius","do.mgl","do.percent.saturation","salinity.ppt","pH.nbs","ph.mv","nitrate.plus.nitrite.uml","nitrite.uml","orthophosphate.uml","ammonia.uml","final.chlorophyll.concentration.ugl","doc.mgl","delta.13c","delta.15n","tss.mgl","percent.organic","comments.field","comments.nutrients","comments.chlorophyll","comments.doc","comments.isotopes"
"594",6,"bottom",20160628,825,41,38.5,71,18.599,"wind: S 10 knots, air temp: 25.00 °C, sea state: NA, miscellaneous: mostly cloudy",2.1,"n",9.5,9,18.98,3.67,47.2,30.57,7.52,-37.6,0.91,0.34,2.14,1.55,7.08,1.69,-21.67,10.69,3.17,48.85,NA,NA,NA,NA,NA
"595",7,"surface",20160630,939,41,33.999,71,18.658,"wind: NW 5 knots, air temp: 23.89 °C, sea state: NA, miscellaneous: sunny,75F",3,"n",17,1,19.55,7.24,94.7,31,7.89,-58.7,0.82,0.41,2.42,1.75,6.12,1.68,-21.2,10.33,11.39,39.24,NA,NA,NA,NA,NA
"596",7,"mid",20160630,939,41,33.999,71,18.658,"wind: NW 5 knots, air temp: 23.89 °C, sea state: NA, miscellaneous: sunny,75F",3,"n",17,8.5,19.41,7.12,92.6,30.99,7.87,-58.1,0.79,0.48,2.28,1.37,6.13,1.59,-20.92,10.51,4.39,35.41,NA,NA,NA,NA,NA
"597",7,"bottom",20160630,939,41,33.999,71,18.658,"wind: NW 5 knots, air temp: 23.89 °C, sea state: NA, miscellaneous: sunny,75F",3,"n",17,NA,17.45,6.82,86.1,31.8,7.88,-58.1,0.92,0.6,2.4,2.73,2.44,1.39,-21.21,9.37,6.77,21.56,NA,NA,NA,NA,NA
"598",8,"surface",20160630,854,41,29.692,71,21.227,"wind: NW 5 knots, air temp: 23.89 °C, sea state: NA, miscellaneous: sunny,75F",3.8,"n",31.6,1,19.43,7.75,101.4,31.17,7.92,-61.5,0.74,0.58,2.31,1.58,4.13,1.55,-21.73,24.14,2.26,46.32,NA,NA,NA,NA,NA
"599",8,"mid",20160630,854,41,29.692,71,21.227,"wind: NW 5 knots, air temp: 23.89 °C, sea state: NA, miscellaneous: sunny,75F",3.8,"n",31.6,16,17.58,7.33,93.3,31.91,7.92,-60.9,0.72,0.63,2.31,2,2.83,1.3,-22.06,8.97,6.19,27.78,NA,NA,NA,NA,NA
"600",8,"bottom",20160630,854,41,29.692,71,21.227,"wind: NW 5 knots, air temp: 23.89 °C, sea state: NA, miscellaneous: sunny,75F",3.8,"n",31.6,27,17.26,7.26,91.3,32.01,7.92,-60.1,0.81,0.58,2.37,2.41,2.17,1.28,-21.8,8.55,5.4,23.14,"sonde cable insufficient to reach bottom",NA,NA,NA,NA
"601",1,"surface",20160719,928,41,45.605,71,22.693,"wind: NW 10-15 knots, air temp: 23.89 °C, sea state: NA, miscellaneous: sunny",1,"n",5.8,1,25.75,8.57,122,24.42,8.09,-74.5,0.42,0.4,3.57,1.43,38.17,2.67,-19.95,13.34,6.42,56.42,NA,NA,NA,NA,NA
"602",1,"mid",20160719,928,41,45.605,71,22.693,"wind: NW 10-15 knots, air temp: 23.89 °C, sea state: NA, miscellaneous: sunny",1,"n",5.8,2.9,25.67,6.3,88.9,26.61,7.8,-56.9,0.5,0.36,3.56,1.7,38.81,2.6,-19.95,13.73,6.12,59.14,NA,NA,NA,NA,NA
"603",1,"bottom",20160719,928,41,45.605,71,22.693,"wind: NW 10-15 knots, air temp: 23.89 °C, sea state: NA, miscellaneous: sunny",1,"n",5.8,5.3,24.09,4.42,61.4,28.43,7.58,-43,0.72,0.53,3.64,2.77,14.58,1.91,-20.46,13.69,6.21,38.79,NA,NA,NA,NA,NA
"604",2,"surface",20160719,855,41,41.94,71,19.566,"wind: NW 10-15 knots, air temp: 23.89 °C, sea state: NA, miscellaneous: sunny",1.4,"n",7.8,1,25.11,7.87,112.1,28.2,7.95,-66.2,0.75,0.52,2.79,1.76,13.32,1.88,-21.04,11.99,3.96,61.58,NA,NA,NA,NA,NA
"605",2,"mid",20160719,855,41,41.94,71,19.566,"wind: NW 10-15 knots, air temp: 23.89 °C, sea state: NA, miscellaneous: sunny",1.4,"n",7.8,3.8,24.51,6.76,91.5,29.04,7.69,-50,0.81,0.51,2.72,3.57,12.11,1.79,-20.99,12.16,3.56,60,NA,NA,NA,NA,NA
"606",2,"bottom",20160719,855,41,41.94,71,19.566,"wind: NW 10-15 knots, air temp: 23.89 °C, sea state: NA, miscellaneous: sunny",1.4,"n",7.8,7.5,21.79,3.8,51.1,29.65,7.54,-40.3,0.8,0.54,2.78,2.1,11.92,1.71,-20.96,12.39,3.99,55.48,NA,NA,NA,NA,NA
"607",3,"surface",20160719,1011,41,39.501,71,23.204,"wind: NW 10-15 knots, air temp: 23.89 °C, sea state: NA, miscellaneous: sunny",1.2,"n",5.4,1,24.45,6.68,94.2,29.37,7.77,-54.8,0.9,0.5,2.62,2.22,10.82,1.53,-21,11.71,6.16,33.19,NA,NA,NA,NA,NA
"608",3,"mid",20160719,1011,41,39.501,71,23.204,"wind: NW 10-15 knots, air temp: 23.89 °C, sea state: NA, miscellaneous: sunny",1.2,"n",5.4,2.7,24.45,6.59,93.2,29.33,7.76,-54.3,0.83,0.42,2.61,2.41,11.08,1.55,-20.48,13.29,12.46,21.45,NA,NA,NA,NA,NA
"609",3,"bottom",20160719,1011,41,39.501,71,23.204,"wind: NW 10-15 knots, air temp: 23.89 °C, sea state: NA, miscellaneous: sunny",1.2,"n",5.4,5,24.45,6.53,92.5,29.33,7.76,-54.3,0.79,0.4,2.6,2.46,9.01,1.57,-20.99,11.56,6.47,38.24,NA,NA,NA,NA,NA
"610",4,"surface",20160720,959,41,35.9,71,22.9,"wind: NW 5 knots, air temp: 22.22 °C, sea state: NA, miscellaneous: sunny",1.6,"n",10.9,1,23.33,7.88,100.9,29.75,7.9,-62.4,0.52,0.46,2.18,1.45,7.33,1.56,-21.51,11.59,9.55,53,NA,NA,NA,NA,NA
"611",4,"mid",20160720,959,41,35.9,71,22.9,"wind: NW 5 knots, air temp: 22.22 °C, sea state: NA, miscellaneous: sunny",1.6,"n",10.9,5.5,21.62,5.89,77.8,30.22,7.75,-53.2,0.79,0.31,2.47,3,6.27,1.32,-21.81,11.12,5.88,38.77,NA,NA,NA,NA,NA
"612",4,"bottom",20160720,959,41,35.9,71,22.9,"wind: NW 5 knots, air temp: 22.22 °C, sea state: NA, miscellaneous: sunny",1.6,"n",10.9,10.5,21.21,5.51,74.6,30.38,7.82,-57.7,0.89,0.51,2.47,2.88,5.18,1.26,-21.96,11.83,8.95,35.12,NA,NA,NA,NA,NA
"613",5,"surface",20160720,803,41,29.559,71,24.692,"wind: NW 5 knots, air temp: 22.22 °C, sea state: NA, miscellaneous: sunny",2.5,"n",14.8,1,20.78,7.01,93.6,30.44,7.88,-60.1,0.88,0.4,2.24,2.19,6.14,1.25,-22.3,10.75,4.2,60.8,NA,NA,NA,NA,NA
"614",5,"mid",20160720,803,41,29.559,71,24.692,"wind: NW 5 knots, air temp: 22.22 °C, sea state: NA, miscellaneous: sunny",2.5,"n",14.8,7.4,18.33,6.76,86.5,31.03,7.89,-60.8,1.04,0.46,2.36,4.25,4.71,1.08,-21.87,10.6,8.29,32.6,NA,NA,NA,NA,NA
"615",5,"bottom",20160720,803,41,29.559,71,24.692,"wind: NW 5 knots, air temp: 22.22 °C, sea state: NA, miscellaneous: sunny",2.5,"n",14.8,14.3,18.04,6.75,86,31.1,7.9,-61.1,1.03,0.47,2.31,3.3,3.88,0.97,-21,13.11,7.51,37.08,NA,NA,NA,NA,NA
"616",6,"surface",20160719,820,41,38.5,71,18.599,"wind: NW 10-15 knots, air temp: 23.89 °C, sea state: NA, miscellaneous: sunny",2,"n",10.4,1,23.82,7.65,107.5,29.24,7.9,-61.9,0.75,0.45,2.36,2.73,9.24,1.67,-21.23,11.18,2.92,68.79,NA,NA,NA,NA,NA
"617",6,"mid",20160719,820,41,38.5,71,18.599,"wind: NW 10-15 knots, air temp: 23.89 °C, sea state: NA, miscellaneous: sunny",2,"n",10.4,5.2,22.51,6.75,92,29.62,7.8,-56.6,0.82,0.34,2.38,2.79,7.38,1.35,-21.49,11.5,2.54,71.2,NA,NA,NA,NA,NA
"618",6,"bottom",20160719,820,41,38.5,71,18.599,"wind: NW 10-15 knots, air temp: 23.89 °C, sea state: NA, miscellaneous: sunny",2,"n",10.4,10,19.73,5.42,70.1,30.36,7.7,-49.7,1.03,0.4,2.59,6.8,4.47,1.2,-21.26,10.78,12.31,18.27,NA,NA,NA,NA,NA
"619",7,"surface",20160720,NA,41,33.989,71,18.66,"wind: NW 5 knots, air temp: 22.22 °C, sea state: NA, miscellaneous: sunny",2.35,"n",17.9,1,21.84,7.29,98.1,30.18,7.93,-63.8,0.77,0.34,2.38,3.16,7.67,1.39,-21.62,11.46,3.42,79.57,NA,NA,NA,NA,NA
"620",7,"mid",20160720,NA,41,33.989,71,18.66,"wind: NW 5 knots, air temp: 22.22 °C, sea state: NA, miscellaneous: sunny",2.35,"n",17.9,9,18.72,6.87,88.1,30.92,7.89,-61.2,1.06,0.37,2.2,2.37,7.28,1.17,-21.61,11.11,3.4,73.39,NA,NA,NA,NA,NA
"621",7,"bottom",20160720,NA,41,33.989,71,18.66,"wind: NW 5 knots, air temp: 22.22 °C, sea state: NA, miscellaneous: sunny",2.35,"n",17.9,17.5,18.44,6.49,83.2,30.98,7.88,-59.9,0.92,0.36,2.36,3.66,4.98,1.03,-21.62,10.9,6.65,40.89,NA,NA,NA,NA,NA
"622",8,"surface",20160720,847,41,29.691,71,21.229,"wind: NW 5 knots, air temp: 22.22 °C, sea state: NA, miscellaneous: sunny",2.7,"n",32.6,1,20.59,7.71,102.8,30.59,7.98,-66.7,0.81,0.33,2.27,3.06,4.9,1.27,-22.09,10.87,2.88,87.93,NA,NA,NA,NA,NA
"623",8,"mid",20160720,847,41,29.691,71,21.229,"wind: NW 5 knots, air temp: 22.22 °C, sea state: NA, miscellaneous: sunny",2.7,"n",32.6,16,16.32,6.79,82.1,31.4,7.87,-59.7,1.38,0.44,2.41,5.57,2.52,0.88,-22.21,10.13,3.75,64.73,NA,NA,NA,NA,NA
"624",8,"bottom",20160720,847,41,29.691,71,21.229,"wind: NW 5 knots, air temp: 22.22 °C, sea state: NA, miscellaneous: sunny",2.7,"n",32.6,27,15.1,6.09,73.3,31.6,7.84,-57.6,1.68,0.47,2.46,5.49,1.91,0.83,-22.15,9.28,4.69,39.64,"sonde cable insufficient to reach bottom",NA,NA,NA,NA
"625",1,"surface",20160831,939,41,45.6,71,22.699,"wind: SW 10 knots, air temp: 23.33 °C, sea state: NA, miscellaneous: overcast",1.6,"n",6.3,1,24.41,7.28,101.8,28.2,7.79,-59.7,4.47,0.38,3.72,14.17,12.52,18.14,-21,12.51,3.41,91.37,NA,NA,NA,NA,NA
"626",1,"mid",20160831,939,41,45.6,71,22.699,"wind: SW 10 knots, air temp: 23.33 °C, sea state: NA, miscellaneous: overcast",1.6,"n",6.3,3.1,24.51,6.99,96.8,28.54,7.74,-56.4,1.75,0.43,3.7,15.65,10.97,2.04,-21.75,12.03,2.88,86.67,NA,NA,NA,NA,NA
"627",1,"bottom",20160831,939,41,45.6,71,22.699,"wind: SW 10 knots, air temp: 23.33 °C, sea state: NA, miscellaneous: overcast",1.6,"n",6.3,5.5,24.42,5.42,74,29.06,7.62,-48.8,1.09,0.44,3.78,18.03,8.01,1.89,-22.48,11.42,2.81,89.19,NA,NA,NA,NA,NA
"628",2,"surface",20160831,903,41,41.939,71,19.568,"wind: SW 10 knots, air temp: 23.33 °C, sea state: NA, miscellaneous: overcast",2,"n",7.6,1,24.2,7.57,107,29.48,7.86,-63.9,0.87,0.45,3.32,15.28,5.47,1.82,-21.78,11.2,2.98,87.59,NA,NA,NA,NA,NA
"629",2,"mid",20160831,903,41,41.939,71,19.568,"wind: SW 10 knots, air temp: 23.33 °C, sea state: NA, miscellaneous: overcast",2,"n",7.6,3.8,24.09,6.48,89.9,29.95,7.75,-57.3,0.68,0.46,3.36,15.05,6.12,1.92,-21.49,10.99,7.59,42.36,NA,NA,NA,NA,NA
"630",2,"bottom",20160831,903,41,41.939,71,19.568,"wind: SW 10 knots, air temp: 23.33 °C, sea state: NA, miscellaneous: overcast",2,"n",7.6,7.2,22.88,5.71,79.5,30.82,7.76,-57.6,0.99,0.5,3.26,16.17,2.41,1.54,-22.08,11.12,2.61,87.25,NA,NA,NA,NA,NA
"631",3,"surface",20160831,1021,41,39.501,71,23.204,"wind: SW 10 knots, air temp: 23.33 °C, sea state: NA, miscellaneous: overcast",2.8,"n",5.3,1,24.35,7,99.5,30.31,7.81,-60.9,0.87,0.56,3.44,15.63,3.91,1.73,-21.42,10.21,2.47,68.46,NA,NA,NA,NA,NA
"632",3,"mid",20160831,1021,41,39.501,71,23.204,"wind: SW 10 knots, air temp: 23.33 °C, sea state: NA, miscellaneous: overcast",2.8,"n",5.3,2.7,24.35,7,99.2,30.24,7.8,-59.9,0.85,0.51,3.41,15.37,4.64,1.96,-21.23,10.62,2.54,83.81,NA,NA,NA,NA,NA
"633",3,"bottom",20160831,1021,41,39.501,71,23.204,"wind: SW 10 knots, air temp: 23.33 °C, sea state: NA, miscellaneous: overcast",2.8,"n",5.3,5,24.17,6.86,97.2,30.37,7.79,-59.8,0.85,0.48,3.35,15.28,2.71,1.43,-21.94,9.89,2.25,87.06,NA,NA,NA,NA,NA
"634",4,"surface",20160830,1037,41,35.9,71,22.9,"wind: <5 knots, air temp: 24.44 °C, sea state: NA, miscellaneous: sunny",3.2,"n",7.9,1,24.2,8,113.9,30.69,7.9,-66.3,0.87,0.42,3.2,15.34,6.19,1.62,-21.05,10.64,7.8,100,NA,NA,NA,NA,NA
"635",4,"mid",20160830,1037,41,35.9,71,22.9,"wind: <5 knots, air temp: 24.44 °C, sea state: NA, miscellaneous: sunny",3.2,"n",7.9,4,23.76,8.32,116.3,30.79,7.9,-66.2,0.77,0.28,3.18,14.98,15.02,1.94,-20.06,12.25,13.65,59.62,NA,NA,NA,NA,NA
"636",4,"bottom",20160830,1037,41,35.9,71,22.9,"wind: <5 knots, air temp: 24.44 °C, sea state: NA, miscellaneous: sunny",3.2,"n",7.9,7.5,23.52,7.65,106.7,30.9,7.86,-63.2,0.82,0.37,3.14,14.76,12.32,1.61,-21.48,10.49,14.78,52.97,NA,NA,NA,NA,NA
"637",5,"surface",20160830,821,41,29.573,71,24.72,"wind: <5 knots, air temp: 24.44 °C, sea state: NA, miscellaneous: sunny",2.5,"n",14.5,1,22.35,7.84,107.9,31.32,7.78,-58.1,1.02,0.41,2.81,15.29,3.6,1.29,-23.56,10.42,3.23,80.95,NA,NA,NA,NA,NA
"638",5,"mid",20160830,821,41,29.573,71,24.72,"wind: <5 knots, air temp: 24.44 °C, sea state: NA, miscellaneous: sunny",2.5,"n",14.5,7.2,21.45,7.59,102.6,31.58,7.79,-59.1,0.9,0.46,2.73,14.54,3.03,1.15,-23.57,9.65,2.89,69.11,NA,NA,NA,NA,NA
"639",5,"bottom",20160830,821,41,29.573,71,24.72,"wind: <5 knots, air temp: 24.44 °C, sea state: NA, miscellaneous: sunny",2.5,"n",14.5,14,21.09,7.25,97.9,31.65,7.78,-59.3,1.01,0.48,2.76,16.88,2.85,0.96,-22.75,9.34,4.28,48.52,NA,NA,NA,NA,NA
"640",6,"surface",20160831,830,41,38.5,71,18.6,"wind: SW 10 knots, air temp: 23.33 °C, sea state: NA, miscellaneous: overcast",2.7,"n",10.7,1,23.2,7.74,107.5,30.72,7.92,-66.6,1.03,0.48,3,14.35,3.61,1.38,-21.82,9.59,2.16,38.1,NA,NA,NA,NA,NA
"641",6,"mid",20160831,830,41,38.5,71,18.6,"wind: SW 10 knots, air temp: 23.33 °C, sea state: NA, miscellaneous: overcast",2.7,"n",10.7,5.5,22.38,6.83,94.1,31.04,7.84,-62.5,1.09,0.55,2.99,16.1,1.82,1.2,-22.99,8.87,2.73,73.91,NA,NA,NA,NA,NA
"642",6,"bottom",20160831,830,41,38.5,71,18.6,"wind: SW 10 knots, air temp: 23.33 °C, sea state: NA, miscellaneous: overcast",2.7,"n",10.7,10,22.34,6.62,91.1,31.05,7.83,-61.7,1.1,0.49,3,16.2,1.6,1.11,-22.79,8.64,3.19,58.02,NA,NA,NA,NA,NA
"643",7,"surface",20160830,958,41,33.999,71,18.66,"wind: <5 knots, air temp: 24.44 °C, sea state: NA, miscellaneous: sunny",3.4,"n",17.3,1,22.41,7.39,102.1,31.15,7.85,-62.5,1.22,0.47,2.9,14.99,4.43,1.27,-22.61,8.98,2.42,86.46,NA,NA,NA,NA,NA
"644",7,"mid",20160830,958,41,33.999,71,18.66,"wind: <5 knots, air temp: 24.44 °C, sea state: NA, miscellaneous: sunny",3.4,"n",17.3,8.6,21.92,7.21,98,31.33,7.83,-61.5,0.99,0.42,2.81,14.73,3.55,1.15,-22.57,8.88,3.95,85.85,NA,NA,NA,NA,NA
"645",7,"bottom",20160830,958,41,33.999,71,18.66,"wind: <5 knots, air temp: 24.44 °C, sea state: NA, miscellaneous: sunny",3.4,"n",17.3,16.8,20.91,6.93,93,31.65,7.83,-61.6,1.42,0.51,2.68,13.8,2.59,1.08,-22.53,8.52,3.42,57.46,NA,NA,NA,NA,NA
"646",8,"surface",20160830,917,41,29.69,71,21.226,"wind: <5 knots, air temp: 24.44 °C, sea state: NA, miscellaneous: sunny",4,"n",32,1,22.33,8.24,113.3,31.31,7.9,-66.4,0.86,0.47,2.7,13.92,3.29,1.06,-23.52,8.97,12.19,29.6,NA,NA,NA,NA,NA
"647",8,"mid",20160830,917,41,29.69,71,21.226,"wind: <5 knots, air temp: 24.44 °C, sea state: NA, miscellaneous: sunny",4,"n",32,16,20.67,7.42,99.9,31.79,7.86,-63.2,0.9,0.39,2.53,14.05,2.11,0.75,-23.48,7.94,2.42,73.08,NA,NA,NA,NA,NA
"648",8,"bottom",20160830,917,41,29.69,71,21.226,"wind: <5 knots, air temp: 24.44 °C, sea state: NA, miscellaneous: sunny",4,"n",32,27,20.37,7.23,96.4,31.83,7.85,-62.3,1.18,0.45,2.61,14.77,1.8,0.86,-24.03,7.39,3.35,61.11,"sonde cable insufficient to reach bottom",NA,NA,NA,NA
"649",1,"surface",20160928,1029,41,45.499,71,22.698,"wind: NE 15 knots, air temp: 15.56 °C, sea state: NA, miscellaneous: overcast",2.1,"n",5.5,1,20.44,5.7,75,29.03,7.62,-51.2,7.83,0.77,5.44,18.68,8.05,19.87,-22.95,11.07,3.96,44.46,"rain within past 24 hrs",NA,NA,NA,NA
"650",1,"mid",20160928,1029,41,45.499,71,22.698,"wind: NE 15 knots, air temp: 15.56 °C, sea state: NA, miscellaneous: overcast",2.1,"n",5.5,2.7,20.45,5.69,74.8,29.1,7.61,-51.2,7.3,0.81,5.4,18.75,6.73,1.69,-23.3,10.7,4.42,43.13,"rain within past 24 hrs",NA,NA,NA,NA
"651",1,"bottom",20160928,1029,41,45.499,71,22.698,"wind: NE 15 knots, air temp: 15.56 °C, sea state: NA, miscellaneous: overcast",2.1,"n",5.5,5,20.44,5.61,73.9,29.22,7.61,-51,6.52,0.74,5.17,19.17,5.52,1.71,-23.29,10.62,4.26,34.41,"rain within past 24 hrs",NA,NA,NA,NA
"652",2,"surface",20160928,953,41,41.932,71,19.564,"wind: NE 15 knots, air temp: 15.56 °C, sea state: NA, miscellaneous: overcast",3.2,"n",6.7,1,19.84,6.7,88.6,30.91,7.79,-61.2,1.15,0.54,3.55,12.08,5.11,1.57,-20.69,12.62,1.71,76.11,"rain within past 24 hrs",NA,NA,NA,NA
"653",2,"mid",20160928,953,41,41.932,71,19.564,"wind: NE 15 knots, air temp: 15.56 °C, sea state: NA, miscellaneous: overcast",3.2,"n",6.7,3.3,19.84,6.78,89.1,30.83,7.8,-61.4,0.91,0.48,3.56,11.98,5.37,1.48,-20.43,12.71,4.87,47.87,"rain within past 24 hrs",NA,NA,NA,NA
"654",2,"bottom",20160928,953,41,41.932,71,19.564,"wind: NE 15 knots, air temp: 15.56 °C, sea state: NA, miscellaneous: overcast",3.2,"n",6.7,6.2,19.89,6.64,87.4,30.88,7.79,-61.5,0.72,0.47,3.59,11.85,5.25,1.57,-20.64,12.84,1.54,86.95,"rain within past 24 hrs",NA,NA,NA,NA
"655",3,"surface",20160928,1113,41,39.5,71,23.198,"wind: NE 15 knots, air temp: 15.56 °C, sea state: NA, miscellaneous: overcast",2.4,"n",4.7,1,20.12,7.2,95.4,31.22,7.67,-53.9,0.98,0.46,3.79,14.48,3.83,1.53,-23.82,13.19,1.98,36.57,"rain within past 24 hrs",NA,NA,NA,NA
"656",3,"mid",20160928,1113,41,39.5,71,23.198,"wind: NE 15 knots, air temp: 15.56 °C, sea state: NA, miscellaneous: overcast",2.4,"n",4.7,2.3,20.15,6.43,85.3,31.2,7.67,-53.8,1.02,0.44,3.69,13.28,3.35,1.5,-23.61,12.17,1.83,52.89,"rain within past 24 hrs",NA,NA,NA,NA
"657",3,"bottom",20160928,1113,41,39.5,71,23.198,"wind: NE 15 knots, air temp: 15.56 °C, sea state: NA, miscellaneous: overcast",2.4,"n",4.7,4.2,20.16,6.39,84.7,31.18,7.66,-53,1.17,0.43,3.88,13.29,3.54,1.4,-24,11.85,1.61,60.48,"rain within past 24 hrs",NA,NA,NA,NA
"658",4,"surface",20160927,1133,41,35.899,71,22.895,"wind: SW 10 knots, air temp: 20.00 °C, sea state: NA, miscellaneous: overcast",3.4,"n",10,1,20.14,7.07,93.7,31.46,7.73,-57.4,0.87,0.37,3.29,9.27,8.97,1.42,-23.9,13,2.4,66.08,"rain within past 24 hrs",NA,NA,NA,NA
"659",4,"mid",20160927,1133,41,35.899,71,22.895,"wind: SW 10 knots, air temp: 20.00 °C, sea state: NA, miscellaneous: overcast",3.4,"n",10,5,20.16,6.98,93,31.74,7.81,-62.6,0.91,0.42,3.34,10.4,NA,1.23,-23.04,12.83,1.85,67.02,"rain within past 24 hrs",NA,NA,NA,NA
"660",4,"bottom",20160927,1133,41,35.899,71,22.895,"wind: SW 10 knots, air temp: 20.00 °C, sea state: NA, miscellaneous: overcast",3.4,"n",10,9.5,20.13,6.98,92.6,31.74,7.81,-62.3,0.76,0.42,3.25,11.44,7.92,1.26,-22.67,12.54,2.57,51.43,"rain within past 24 hrs",NA,NA,NA,NA
"661",5,"surface",20160927,923,41,29.552,71,24.69,"wind: SW 10 knots, air temp: 20.00 °C, sea state: NA, miscellaneous: overcast",2.4,"n",13.8,1,19.89,6.79,89.9,31.93,7.74,-58.3,1.07,0.56,3.24,12.37,5.66,1.08,-23.4,12.02,2.1,76.23,"rain within past 24 hrs",NA,NA,NA,NA
"662",5,"mid",20160927,923,41,29.552,71,24.69,"wind: SW 10 knots, air temp: 20.00 °C, sea state: NA, miscellaneous: overcast",2.4,"n",13.8,7,19.78,6.79,89.9,31.99,7.75,-58.6,1.14,0.63,2.99,12.14,5.44,0.96,-22.82,11.69,3.71,37.45,"rain within past 24 hrs",NA,NA,NA,NA
"663",5,"bottom",20160927,923,41,29.552,71,24.69,"wind: SW 10 knots, air temp: 20.00 °C, sea state: NA, miscellaneous: overcast",2.4,"n",13.8,13.5,19.74,6.75,89.2,32.02,7.76,-59.4,1.14,0.73,3.01,12.41,5.62,0.95,-21.71,11.04,6.65,20.74,"rain within past 24 hrs",NA,NA,NA,NA
"664",6,"surface",20160928,920,41,38.498,71,18.604,"wind: NE 15 knots, air temp: 15.56 °C, sea state: NA, miscellaneous: overcast",2.8,"n",10.2,1,20,6.75,89.6,31.67,7.81,-62.1,1.17,0,3.29,12.33,4.91,1.17,-22.07,11.82,2.34,41.03,"rain within past 24 hrs",NA,NA,NA,NA
"665",6,"mid",20160928,920,41,38.498,71,18.604,"wind: NE 15 knots, air temp: 15.56 °C, sea state: NA, miscellaneous: overcast",2.8,"n",10.2,5,20.02,6.7,88.8,31.6,7.81,-62.3,1.17,0,3.38,12.6,4.73,1.13,-22.05,12.33,2.17,61.11,"rain within past 24 hrs",NA,NA,NA,NA
"666",6,"bottom",20160928,920,41,38.498,71,18.604,"wind: NE 15 knots, air temp: 15.56 °C, sea state: NA, miscellaneous: overcast",2.8,"n",10.2,9.5,20.05,6.67,88.5,31.64,7.79,-62.4,1.17,0,3.28,13.46,4.28,1.12,-22.2,11.77,2.58,50,"rain within past 24 hrs",NA,NA,NA,NA
"667",7,"surface",20160927,1059,41,33.995,71,18.664,"wind: SW 10 knots, air temp: 20.00 °C, sea state: NA, miscellaneous: overcast",3.8,"n",17,1,19.92,6.55,87,31.98,7.76,-59.9,1.29,0.13,3.16,13.2,4.51,1.06,-22.85,12.41,2.71,39.86,"rain within past 24 hrs",NA,NA,NA,NA
"668",7,"mid",20160927,1059,41,33.995,71,18.664,"wind: SW 10 knots, air temp: 20.00 °C, sea state: NA, miscellaneous: overcast",3.8,"n",17,8.5,19.92,6.51,86.3,31.91,7.77,-60.3,1.21,0.27,3.13,12.41,4.21,0.93,-22.6,12.4,2.82,38.46,"rain within past 24 hrs",NA,NA,NA,NA
"669",7,"bottom",20160927,1059,41,33.995,71,18.664,"wind: SW 10 knots, air temp: 20.00 °C, sea state: NA, miscellaneous: overcast",3.8,"n",17,16.5,19.91,6.49,86,31.9,7.77,-60,1.22,0.4,3.2,13.88,3.62,0.96,-22.61,12.27,2.41,45.71,"rain within past 24 hrs",NA,NA,NA,NA
"670",8,"surface",20160927,1017,41,29.695,71,21.23,"wind: SW 10 knots, air temp: 20.00 °C, sea state: NA, miscellaneous: overcast",4.1,"n",32.1,1,19.36,6.9,91,32.14,7.82,-62.6,1.1,0.42,2.91,12.62,7.36,0.88,-22.12,11.46,2.85,53.94,"rain within past 24 hrs",NA,NA,NA,NA
"671",8,"mid",20160927,1017,41,29.695,71,21.23,"wind: SW 10 knots, air temp: 20.00 °C, sea state: NA, miscellaneous: overcast",4.1,"n",32.1,16,19.64,6.83,90.1,32.12,7.82,-62.6,1.13,0.55,2.89,12.12,5.27,0.91,-22.24,12.17,3.22,45.54,"rain within past 24 hrs",NA,NA,NA,NA
"672",8,"bottom",20160927,1017,41,29.695,71,21.23,"wind: SW 10 knots, air temp: 20.00 °C, sea state: NA, miscellaneous: overcast",4.1,"n",32.1,27,19.56,6.68,87.7,32.18,7.81,-62.1,1.21,0.57,2.82,12.48,5.03,0.93,-22.37,11.87,3.01,36.45,"rain within past 24 hrs; sonde cable insufficient to reach bottom",NA,NA,NA,NA
"673",1,"surface",20161019,932,41,45.6,71,22.701,"wind: SW 5-10 knots, air temp: 20.00 °C, sea state: NA, miscellaneous: partly sunny",4,"n",6.5,1,17.34,8.04,100.1,29.47,7.95,-68.6,4.6,0.54,3.36,16.81,8.57,10.05,-22.71,12.8,1.91,57.95,NA,NA,NA,NA,NA
"674",1,"mid",20161019,932,41,45.6,71,22.701,"wind: SW 5-10 knots, air temp: 20.00 °C, sea state: NA, miscellaneous: partly sunny",4,"n",6.5,3.2,17.23,8.06,100,29.51,7.94,-68.5,4.47,0.52,3.13,14.79,8.6,1.64,-22.57,13.08,1.27,100,NA,NA,NA,NA,NA
"675",1,"bottom",20161019,932,41,45.6,71,22.701,"wind: SW 5-10 knots, air temp: 20.00 °C, sea state: NA, miscellaneous: partly sunny",4,"n",6.5,6,16.92,7.92,97.6,30.05,7.92,-67,4.03,0.49,3.05,13.86,7.52,1.68,-22.65,13.06,2.14,80.97,NA,NA,NA,NA,NA
